A. Ziegler & Sons Company	1257-1277 Columbus avenue	Boston	MA
Abendroth & Root Manufacturing Company	50 Church  street	New York	NY
Abernathy Furniture Company	1513 West Ninth street	Kansas City	MO
Abraham Sigelstein Company	809  Broadway	New York	NY
Abram Cox Stove Company	American and Dauphin streets	Philadelphia	PA
Acme Steel and Malleable Iron Works		Buffalo	NY
Adams & Elting Company	726 Washington street	Chicago	IL
Adams Shoe Company	7 Liberty street	Lynn	MA
Addressograph Company	901 West Van Buren street	Chicago	IL
Adler St Ast	13-21 East Twenty-second  street	New York	NY
Adriance Machine Works 	254 Van Brunt street	Brooklyn	NY
Adriance Platt & Company		Poughkeepsie	NY
Ajax Forge Company	Hoyne street and Blue Island avenue	Chicago	IL
Ajax-Grieb Rubber Company Inc	1796  Broadway	New York	NY
Alabastine Company		Grand Rapids	MI
Alart & McGuire Company	66 Madison  street	New York	NY
Alaska Packers' Association	85 Second street	San Francisco	CA
Albany Chemical Company	2-24 Broadway	Albany	NY
Albany Felt Company	North Broadway	Albany	NY
Albers Brothers Milling Company		Portland	OR
Albert & J. M. Anderson Manufacturing Company	289 A street	Boston	MA
Albert Trostel & Sons Company	612 Commerce street	Milwaukee	WI
Aldrich Brothers	37 Weybosset street	Providence	RI
Alexander Black Cloak Company	Superior and Jackson streets	Toledo	OH
Alexander Brothers	414-416 North Third street	Philadelphia	PA
Alexander Kerr  Brother & Company	516 North Delaware avenue	Philadelphia	PA
Alfred Benjamin & Company	440 Lafayette  street	New York	NY
Alfred F. Moore	200-218 North Third street	Philadelphia	PA
Alfred Kimball Shoe Company	Blanchard street	Lawrence	MA
Alfred Stern & Company	44-50 West Twenty-eighth  street	New York	NY
Alger Smith & Company		Duluth	MN
Algonquin Printing Company		Fall River	MA
Almy Water-Tube Boiler Company	178 Allens avenue	Providence	RI
Alpha Portland Cement Company	First National Bank building	Easton	PA
Alsen's American Portland Cement Works	45  Broadway	New York	NY
Alta Cigar Company	i West Forty-second  street	New York	NY
Alton Brick Company		Alton	IL
Amalgamated Sugar Company		Ogden	UT
Amazon Knitting Company		Muskegon	MI
American and British Manufacturing Company	Charles and Cross streets	Providence	RI
American Bag Company	816 Falls building	Memphis	TN
American Blower Company	1400 Russell street	Detroit	MI
American Box and Lumber Company		Nashua	NH
American Brake Shoe and Foundry Company		Mahwah	NJ
American Brick Company		Berlin	CT
American Can Company	447 West Fourteenth  street	New York	NY;
American Car and Foundry Company	165  Broadway	New York	NY
American Caramel Company	Broad and Walnut streets	York	PA
American Carbonate Company	424-438 East Nineteenth  street	New York	NY
American Chicle Company	15 Exchange place	Jersey City	NJ
American Circular Loom Company	45 Milk street	Boston	MA
American Cutlery Company	732-764 Mather street	Chicago	IL
American District Steam Company		North Tonawanda	NY
American Dyewood Company	80 Maiden lane	New York	NY
American Electrical Works		Phillipsdale	RI
American Elevator Company	113-117 Cedar  street	New York	NY
American Emery Wheel Works	Waterman, East River and Pitman streets	Providence	RI
American Enameled Brick and Tile Company	1182  Broadway	New York	NY
American Encaustic Tiling Company Ltd	16 East Fortieth  street	New York	NY
American Engine Company	Raritan avenue	Bound Brook	NJ
American Engineering Company	Aramingo avenue and Cumberland street	Philadelphia	PA
American Ever Ready Company	304-322'Hudson  street	New York	NY
American Fork and Hoe Company		Cleveland	OH
American Gas and Electric Company	30 Church  street	New York	NY
American Gas Furnace Company	24 John  street	New York	NY
American Glue Company	121 Beverly street	Boston	MA
American Hard Rubber Company	11 Mercer  street	New York	NY
American Hoist and Derrick Company	63 South Robert street	St Paul	MN
American Hominy Company		Indianapolis	IN
American Horse Shoe Company		Phillipsburg	NJ
American Injector Company	171 Fourteenth avenue	Detroit	MI
American Iron and Steel Manufacturing Company		Lebanon	PA
American Lady Corset Company	290-298 Fort street West	Detroit	MI
American Leather Company	114-116 South street	Boston	MA
American Lithographic Company	Nineteenth street and Fourth avenue	New York	NY
American Machine Company	500 East Main street	Louisville	KY
American Manufacturing Company	North Eleventh street	Sheboygan	WI
American Multiple Fabric Company	183 Hartford avenue	Providence	RI
American Radiator Company	816-822 South Michigan avenue	Chicago	IL
American Ring Company		Vaterbury	CT
American Rubber Company		East Cambridge	MA
American Sales Book Company Ltd	Magee and Fourth streets	Elmira	NY
American Sash and Door Company	Sixteenth and Bellfountain streets	Kansas City	MO
American Screw Company	21 Stevens street	Providence	RI
American Seating Company	218 South Wabash avenue	Chicago	IL
American Sheet and Tin Plate Company	Frick building	Pittsburg	PA
American Skein and Foundry Company	Twenty-third and Racine streets	Racine	WI
American Steam Gauge and Valve Manufacturing Company	208 Camden street	Boston	MA
American Steel Foundries	First National Bank building	Chicago	IL
American Steel Pipe and Tank Company	342 Pacific Electric building	Los Angeles	CA
American Stove Company of N. J.		St Louis	MO
American Thermos Bottle Company	243 West Seventeenth  street	New York	NY
American Tool and Machine Company	109 Beach street	Boston	MA
American Tool Works	North State street	St Joseph	MI
American Type Founders' Company	300 Communipaw avenue	Jersey City	NJ
American Vulcanized Fibre Company	500 Equitable building	Wilmington	DE
American Wood Board Company		Schuylerville	NY
American Wood Working Machinery Company	591 Lyell avenue	Rochester	NY
American Woolen Company	Shawmut Bank building	Boston	MA
American Writing Machine Company Inc	345-347  Broadway	New York	NY
American-Mason Safety Tread Company	702 Old South building	Boston	MA
Ames & Rau	6-10 East Thirty-second  street	New York	NY
Ames Iron Works		Oswego	NY
Ames Shovel and Tool Company	90 Ames building	Boston	MA
Ames-Harris-Neville Company	100-126 Potrero avenue	San Francisco	CA
Anchor Post Iron Works	165  Broadway	New York	NY
Ancona Company	10 Fenner street	Fall River	MA
Andrew G. Eland	256 West Twenty-third  street	New York	NY
Andrews Mill Company	Adams avenue and Leiper street	Philadelphia	PA
Anheuser-Busch Brewing Association	Ninth and Pestalozzi streets	St Louis	MO
Ansco Company		Binghamton	NY
Ansonia O. & C. Company	153 Main street	Ansonia	CT
Anthony Ittner Brick Company	503 Odd Fellows' building	St Louis	MO
Antoine Chiris	18 Platt  street	New York	NY
Appelbee & Neuman	100-102 Grand  street	New York	NY
Arkell & Smiths		Canajoharie	NY
Arkwright Mills		Fall River	MA
Arlington Skirt Manufacturing Company	119 West Twenty-fifth  street	New York	NY
Armour & Company	Union Stock Yards	Chicago	IL
Armspear Manufacturing Company	447 West Fifty-third  street	New York	NY
Armstrong & Latta Company	532 Land Title building	Philadelphia	PA
Armstrong Cork Company	Union Bank building	Pittsburg	PA
Art Bedstead Company	Thirty-seventh and Rockwell streets	Chicago	IL
Art Brass Company	299 East One Hundred and Thirty-fourth  street	New York	NY
Art Chandelier and Bronze Company	443 Greenwich  street	New York	NY
Art Metal Construction Company		Jamestown	NY
Arthur Behai Company	37-43 West Twenty-sixth  street	New York	NY
Asa Peck & Company Inc	556 Atwells avenue	Providence	RI
Ashland Cotton Company		Jewett City	CT
Ashland Iron and Mining Company		Ashland	KY
Ashtabula Hide and Leather Company		Ashtabula	OH
Astoria Silk Works		Long Island City	NY
Atlanta Steel Company		Atlanta	GA
Atlanta Table Company	Bell and Taylor streets	Atlanta	GA
Atlantic	Gulf and Pacific Company	Park Row building	NY
Atlantic Coast Lumber Corporation		Georgetown	SC
Atlantic Mills of Rhode Island	Manton avenue	Providence	RI
Atlantic Terra Cotta Company	1170  Broadway	New York	NY
Atlantic Works  	Border, Maverick and New streets	East Boston	MA
Atlas Furniture Company	Allen street extension	Jamestown	NY
Atlas Lumber and Shingle Company	911-914 Alaska building	Seattle	WA
Atlas Portland Cement Company	30 Broad  street	New York	NY
Attawaugan Company	82 She tucket street	Norwich	CT
Atwood & McManus	Vale and Maple streets	Chelsea	MA
Atwood Brothers		Whitman	MA
Aug. Goertz & Company	278 Morris avenue	Newark	NJ
August Mietz	128-138 Mott street and 87-89 Elizabeth  street	New York	NY
Austin Organ Company	156-166 Woodland street	Hartford	CT
Austin Powder Company	1229 Rockefeller building	Cleveland	OH
Automatic Electric Company	1001 West Van Buren street	Chicago	IL
Automatic Sprinkler Company of America (International Sprinkler Company)	 123-133 William  street	New York	NY
Automatic Weighing Machine Company	136-140 Commerce street	Newark	NJ
Avalon Knitwear Company	corner Broad and Mohawk streets	Utica	NY
Avery Company		Peoria	IL
Axelson Machine Company	1406 San Fernando street	Los Angeles	CA
Ayer Houston & Company		Portland	ME
B. A. Ballou & Company Inc	61 Peck street	Providence	RI
B. E. Cole & Company	207 Essex street	Boston	MA
B. F. Boyer Company	River avenue and East State street	Camden	NJ
B. F. Sturtevant Company	Hyde Park	Boston	MA
B. Fischer & Company	190 Franklin  street	New York	NY
B. H. Janssen	East One Hundred and Thirty-second street	New York	NY
B. Libman	48 West Thirty-eighth  street	New York	NY
B. P. Clapp Ammonia Company	257  Broadway	New York	NY
Bacon Stickney & Company	650 Broadway	Albany	NY
Bailey Ornamental Iron Company	108-120 Ord street	Los Angeles	CA
Baker & Hamilton	433-481 Brannan street	San Francisco	CA
Baker Iron Works		Los Angeles	CA
Baker-Vawter Company	Tribune building	Chicago	IL
Balbach Smelting and Refining Company	580 Market street	Newark	NJ
Ball Brothers Glass Manufacturing Company		Muncie	IN
Ballard & Ballard Company	912 East Broadway	Louisville	KY
Ballard Vale Mills Company		Ballard Vale	MA
Barber-Colman Company	Main office and factory	Rockford	IL
Barbour-Stockwell Company  	205 Broadway	Boston	MA
Barnaby Manufacturing Company		Fall River	MA
Barnard & Leas Manufacturing Company		Moline	IL
Barnard & Simonds Company Inc	Hastings street	Rochester	NY
Barnet Leather Company	27 Spruce  street	New York	NY
Barney & Berry Inc		Springfield	MA
Barnhart Brothers & Spindler	168 West Monroe street	Chicago	IL
Barrett Manufacturing Company	17 Battery place	New York	NY
Bartholomay Brewery Company	550 St Paul street	Rochester	NY
Bartlett & Company	43 Collier street	Binghamton	NY
Bass-Hueter Paint Company	816 Mission street	San Francisco	CA
Batchelor Timber Company	314 Bearinger building	Saginaw	MI
Bateman Manufacturing Company		Grenloch	NJ
Bath Iron Works  Limited	4 Union street	Bath	ME
Baush Machine Tool Company	100 Wason avenue	Springfield	MA
Bay State Belting Company	605 Atlantic avenue	Boston	MA
Bear Mill Manufacturing Company	120 Franklin  street	New York	NY
Bearman & Harris	71 West Twenty-third  street	New York	NY
Becker Milling Machine Company	Hyde Park station	Boston	MA
Beckwith Organ Company Inc	Twenty-ninth and Chestnut streets	Louisville	KY
Belcher & Taylor Agricultural Tool Company		Chicopee Falls	MA
Belding Brothers & Company	526  Broadway	New York	NY
Belle City Manufacturing Company		Racine Junction	WI
Bellman Brook Bleachery Company	Box 58	Fairview	NJ
Beloit Iron Works		Beloit	WI
Bemis Bro. Bag Company	601 South Fourth street	St Louis	MO
Benjamin Eastwood Company	300 Straight street	Paterson	NJ
Bentley & Gerwig Furniture Company		Parkersburg	W.
Bergstrom Paper Company		Neenah	WI
Berkey & Gay Furniture Company		Grand Rapids	MI
Berkshire Cotton Manufacturing Company		Adams	MA
Berkshire Knitting Mills		Reading	PA
Berliner  Strauss & Meyer	733-737  Broadway	New York	NY
Bernard Gloekler Company	1127 Penn avenue	Pittsburg	PA
Bernheim Distilling Company Inc		Louisville	KY
Bernstein Manufacturing Company		Philadelphia	PA
Berrian & Douglas	22 Thames  street	New York	NY
Berry Bros.	Limited	Detroit	MI
Berwick & Smith Company (Norwood Press)		Norwood	MA
Beswick & Clay Company Inc	Twenty-fifth and Callowhill streets	Philadelphia	PA
Bettendorf Axle Company		Bettendorf	IA
Betts Machine Company		Wilmington	DE
Beyer & Williams Company	Main, Goodell and Washington streets	Buffalo	NY
Binney & Smith Company	81-83 Fulton  street	New York	NY
Birdsell Manufacturing Company		South Bend	IN
Birmingham Iron Foundry		Derby	CT
Birmingham Machine and Foundry Company		Birmingham	AL
Bisbee-Fishburn Company	Washington and Alameda streets	Los Angeles	CA
Bischof  Sterne & Stein	Pugh building	Cincinnati	OH
Bishop & Company		Los Angeles	CA
Bjur Bros. Company	2572 Park avenue	New York	NY
Blackmer & Post Pipe Company	Wainwright building	St Louis	MO
Blanchard Bro. & Lane	20 Bruen Street	Newark	NJ
Blanchard Bros. Inc	Nineteenth street and Eighth avenue	Brooklyn	NY
Blaw Steel Construction Company	Westinghouse building	Pittsburg	PA
Bless & Drake	173 New Jersey Railroad avenue	Newark	NJ
Blodgett & Orswell Company	200 Front street	Pawtucket	RI
Bloomsburg Silk Mill	Sixth street	Bloomsburg	PA
Blount Plow Works	1128 East Illinois street	Evansville	IN
Bodcaw Lumber Company		Stamps	AR
Bollinger Brothers	Fulton building	Pittsburg	PA
Bond Foundry and Machine Company	Manheim	Lancaster county	PA
Bonnie Brothers	125 West Main street	Louisville	KY
Booth Manufacturing Company	East French avenue	New Bedford	MA
Bosch Magneto Company	223-225 West Forty-sixth  street	New York	NY
Boston and Lockport Block Company	100 Condor street	East Boston	MA
Boston Belting Company	256 to 260 Devonshire street	Boston	MA
Boston Rubber Shoe Company	140 Essex street	Boston	MA
Botany Worsted Mills		Passaic	NJ
Boucher Cork and Machine Company Inc	216-222 West Eighteenth  street	New York	NY
Bower & Kaufmann	Blair street and Columbia avenue	Philadelphia	PA
Boyden Shoe Manufacturing Company	183-187 South Canal street	Newark	NJ
Boyts Porter & Company		Connelsville	PA
Brady Brass Company	200-210 Tenth street	Jersey City	NJ
Braman Dow & Company	239 to 245 Causeway street	Boston	MA
Brandon Mills		Greenville	SC
Brandon Printing Company  	224-226-228 Second avenue	Nashville	TN
Brann & Stuart Company	311 Arcade building	Philadelphia	PA
Brass Goods Manufacturing Company	Union and Nevins streets	Brooklyn	NY
Brennan & White	54-74 Classon avenue	Brooklyn	NY
Bridgeport Brass Company		Bridgeport	CT
Bridgeport Deoxidized Bronze and Metal Company	429 Iranistan avenue	Bridgeport	CT
Bridgeton Condensed Milk Company	110-112 Cohansey street	Bridgeton	NJ
Brigham-Hopkins Company	German and Paca streets	Baltimore	MD
Brilliant Silk Manufacturing Company	387 Fourth avenue	New York	NY
Brinly-Hardy Company Inc	Main and Preston streets	Louisville	KY
Bristol Manufacturing Corporation	198 Coggeshall street	New Bedford	MA
Bristol-Myers Company	281 Greene avenue	Brooklyn	NY
Broadhead Worsted Mills (Wm. Broadhead & Sons)	East First street	Jamestown	NY
Broderick & Bascom Rope Company	805 North Main street	St Louis	MO
Brody & Funt	13 East Twenty-second  street	New York	NY
Brombacher Iron Works	1674 Long Beach avenue	Los Angeles	CA
Brooklyn Union Gas Company	180 Remsen street	Brooklyn	NY
Brookside Mills		Knoxville	TN
Brown & Bailey Company	410 North Franklin street	Philadelphia	PA
Brown & Company Inc	Tenth street	Pittsburg	PA
Brown & Sharpe Manufacturing Company		Providence	RI
Brown Manufacturing Company	802 North Seventh street	Zanesville	OH
Brown-Forman Company Inc	117 West Main street	Louisville	KY
Brownville Board Company		Brownville	NY
Bryant Paper Company		Kalamazoo	MI
Bryden Horse Shoe Company		Catasauqua	PA
Brylgon Steel Casting Company		New Castle	DE
Bubeck & Guerin	161-163 West Eighteenth  street	New York	NY
Buck Glass Company	Fort avenue and Lawrence street	Baltimore	MD
Buckeye Iron and Brass Works		Dayton	OH
Buckingham & Hecht	Corner Second and Mission streets	San Francisco	CA
Buckwalter Stove Company		Royersford	PA
Buffalo Box Factory	365-383 Babcock street	Buffalo	NY
Buffalo Copper and Brass Rolling Mill	446 Military road	Buffalo	NY
Buffalo Electric Vehicle Company	1219-1223 Main street	Buffalo	NY
Buffalo Gasoline Motor Company	1280 Niagara street	Buffalo	NY
Buffalo Pitts Company	Fourth and Carolina streets	Buffalo	NY
Buffalo Scale Company	81 Scott street	Buffalo	NY
Buffalo Steel Company		Tonawanda	NY
Buffalo Structural Steel Company	166 Dart street	Buffalo	NY
Buffalo Union Furnace Company	51 Hamburg street	Buffalo	NY
Buffalo Weaving and Belting Company	234 Chandler street	Buffalo	NY
Buffalo Wire Works Company		Buffalo	NY
Buick Motor Company		Flint	MI
Bulkley Dunton & Company	75-77 Duane Street	New York	NY
Bull's Ferry Chemical Company		Shadyside	NJ
Burk Brothers Inc	409 Arch street	Philadelphia	PA
Burroughs Adding Machine Company	Second and Burroughs avenues	Detroit	MI
Burson Knitting Company		Rockford	IL
Burt Machine Company	401-403 East Oliver street	Baltimore	MD
Bush Brothers	First avenue	Royersford	PA
Bush Terminal Company	100 Broad  street	New York	NY
Butler Mill	Ruth street	New Bedford	MA
Butters Lumber Company	Boardman	Columbus county	NC
Buxton & Skinner Stationery Company	306 and 308 North Fourth street	St Louis	MO
C. A. Hooper & Company	916 Balbon building	San Francisco	CA
C. A. Malm & Company	266 Bush street	San Francisco	CA
C. A. Smith Lumber and Manufacturing Company (C. A. Smith Timber Company)	711 Syndicate building	Oakland	CA
C. A. Woolsey Paint and Color Company	500 Grand street	Jersey City	NJ
C. B. Howard Company		Emporium	PA
C. C. Bradley & Son Inc	432 North Franklin street	Syracuse	NY
C. C. Mengel & Brother Company	Fourth and G streets	Louisville	KY
C. C. Shayne & Company	126 West Forty-second  street	New York	NY
C. C. St E. P. Townsend Company		New Brighton	PA
C. Cowles & Company		New Haven	CT
C. Dorflinger'& Sons	36 Moirray  street	New York	NY
C. F. Crehore & Son	87 Milk street	Boston	MA
C. F. Rumpp & Sons	Fifth and Cherry streets	Philadelphia	PA
C. F. Wolff & Son	155-159 West Ohio street	Chicago	IL
C. G. Folsom Manufacturing Company		South Bend	IN
C. G. Hussey & Company	2850 Second avenue	Pittsburg	PA
C. H. Aborn & Company	330 Broad street	Lynn	MA
C. H. Cooke Company	61 Peck street	Providence	RI
C. H. Evans & Sons	North Second and Mill streets	Hudson	NY
C. H. Masland & Sons Inc	3236 Amber street	Philadelphia	PA
C. J. Matthews & Company	417 Arch street	Philadelphia	PA
C. K. Williams & Company		Easton	PA
C. Kenyon Company	754 Pacific street	Brooklyn	NY
C. L. Colman Lumber Company	111 North Fifth street	La Crosse	WI
C. M. Hedden Company	232-242 Thirteenth avenue	Newark	NJ
C. P. Ford & Company	12 Commercial street	Rochester	NY
C. P. Goerz American Optical Company	317-323 East Thirty-fourth  street	New York	NY
C. R. Carver Company	Twentieth and Clearfield streets	Philadelphia	PA
C. R. Wilson Body Company	Clay avenue and D.	Detroit	MI
C. S. Gibbon Company	50-54 North Fourth street	Philadelphia	PA
C. S. Hammond & Company	30 Church  street	New York	NY
C. S. Knowles & J. H. Parker	7 Arch street and 6 Hawley street	Boston	MA
C. Schmidt & Sons Brewing Company	127 Edward street	Philadelphia	PA
C. T. Ham Manufacturing Company	63-101 Parkway	Rochester	NY
C. W. Ferguson Collar Company	383 Third avenue	Troy	NY
Cadillac Motor Car Company	1343 Cass avenue	Detroit	MI
Calculagraph Company	1429 Jewelers' building	New York	NY
California Barrel Company	Twenty-second and Illinois streets	San Francisco	CA
California Cornice Works	1610 San Fernando street	Los Angeles	CA
California Fruit Canners' Association	120 Market street	San Francisco	CA
California Glue Works	Fairfax avenue and Rankin street	San Francisco	CA
California Pine Box and Lumber Company	870 Market street	San Francisco	CA
California Portland Cement Company	American Bank building	Los Angeles	CA
California Well Tool and Machine Works	114-116 College street	Los Angeles	CA
Calmon Asbestos and Rubber Works of America	Broadway and Fifty-eighth  street	New York	NY
Camp Manufacturing Company	Franklin	Southampton county	VA
Cape Brewery and Ice Company		Cape Girardeau	MO
Carr-Lowrey Glass Company	Westport	Baltimore county	MD
Carson Pirie Scott & Company	 300 West Adams street	Chicago	IL
Carter Howe & Company	9 Maiden Lane	New York	NY
Carter Iron Company	924 Farmers Bank building	Pittsburg	PA
Carter Rice & Company	246 Devonshire Street	Boston	MA
Carver Cotton Gin Company		Fast Bridgewater	MA
Cary Manufacturing Company	19-21 Roosevelt  street	New York	NY
Case Brothers	Highland Park	Manchester	CT
Caspar Lumber Company	810 Kohl building	San Francisco	CA
Cassidy & Son Manufacturing Company	133 West Twenty-third  street	New York	NY
Celfor Tool Company		Buchanan	MI
Cement Gun Company and Eastern Cement Gun Company	30 Church  street	New York	NY;
Central Coal amd Coke Company		Kansas City	MO
Central Consumers' Company	412 Green street	Louisville	KY
Central Electric Company	320-326 South Fifth avenue	Chicago	IL
Central Manufacturing Company	Evans street and Tennessee river	Chattanooga	TN
Central Paper Company		Muskegon	MI
Central Railway Signal Company	509 Columbia Bank building	Pittsburg	PA
Centre Foundry and Machine Company	2011-2015 Main street	Wheeling	WV
Century Furniture Company		Grand Rapids	MI
Chace Mills		Fall River	MA
Chain Belt Company	Eleventh avenue and Park street	Milwaukee	WI
Challenge Cutlery Corporation		Bridgeport	CT
Challenge Refrigerator Company		Grand Haven	MI
Chalmers Motor Company	Jefferson avenue and New Belt Line railroad	Detroit	MI
Chambers Bros. Company	Fifty-second and Media streets	Philadelphia	PA
Champion Blower and Forge Company	Charlotte street and Harrisburg pike	Lancaster	PA
Champion Paper Cutter Company	Wayne and Sycamore streets	Piqua	OH
Chapin & Gould Paper Company		Springfield	MA
Charles A. Eaton Company	147 Centre street	Brockton	MA
Charles Beck Company	609 Chestnut street	Philadelphia	PA
Charles Berrick's Sons Company	1151 Main street	Buffalo	NY
Charles C. Kellogg & Sons Company	68 Seneca street	Utica	NY
Charles D. Durkee & Company	2-3 South  street	New York	NY
Charles E. Hancock Company	7 Beverly street	Providence	RI
Charles H. Dickey & Company	Guilford avenue and Saratoga street	Baltimore	MD
Charles Hellmuth	154-158 West Eighteenth  street	New York	NY
Charles K. Fox Inc		Haverhill	MA
Charles L. Seabury & Company		Morris Heights	NY
Charles Lennig & Company Inc	112 South Front street	Philadelphia	Ta.
Charles P. Cochrane	Kensington avenue and Butler street	Philadelphia	PA
Charles Pfizer & Company Inc	81 Maiden lane	New York	NY
Charles R. McCormick & Company	1 Drumm street	San Francisco	CA
Charles T. Abeles & Company		Little Rock	AR
Charles T. Wills Inc	286 Fifth avenue	New York	NY
Charles Thuener Planing Mill Company	3800 Lucky street	St Louis	MO
Charles W. Breneman & Company	2045 Reading road	Cincinnati	OH
Charles W. Young & Company	1255 North Twenty-sixth street	Philadelphia	PA
Chas. A. Schieren Company	30-38 Ferry  street	New York	NY
Chas. M. Higgins & Company	271 Ninth street	Brooklyn	NY
Chase-Shawmut Company		Newburyport	MA
Chattanooga Brewing Company	Second and Broad streets	Chattanooga	TN
Chattanooga Medicine Company		Chattanooga	TN
Chemical Paper Company	Jackson street	Holyoke	MA
Cheney Bigelow Wire Works	Heywood and Warwick streets	Springfield	MA
Cheney Brothers		South Manchester	CT
Cherokee Fuel Company	Dwight building	Kansas City	MO
Chesapeake Iron Works	Bayard and Severn streets	Baltimore	MD
Chess & Wymond Company	Fifth street and Avery avenue	Louisville	KY
Chicago Bridge and Iron Works	One Hundred and Fifth and Throop streets	Chicago	IL
Chicago Car Heating Company	Railway Exchange building	Chicago	IL
Chicago Flexible Shaft Company	620 La Salle street	Chicago	IL
Chicago Heights Land Association	La Salle and Adams streets	Chicago	IL
Chicago Malleable Castings Company	One Hundred and Twentieth street and Center avenue	Chicago	IL
Chicago Mill and Lumber Company	940 West Chicago avenue	Chicago	IL
Chicago Portland Cement Company	30 North La Salle street	Chicago	IL
Chicago Railway Equipment Company	1928 West Forty-sixth street	Chicago	IL
Chicago Retort and Fire Brick Company	832-872 West Adams street	Chicago	IL
Chicago Ship Building Company	1740 Commercial National Bank building	Chicago	IL
Chicago Spring Butt Company	340 Union Park court	Chicago	IL
Chicago Steel Foundry Company	3701 South Kedzie avenue	Chicago	IL
Chicago Varnish Company	2100 Elston avenue	Chicago	IL
Chicago Wheel and Manufacturing Company	1101 West Monroe street	Chicago	IL
Chickasaw Cooperage Company		Memphis	TN
Chicopee Manufacturing Company	70 Kilby street	Boston	MA
Christman Piano Company	597-601 East One Hundred and Thirty-seventh  street	New York	NY
Chrome Steel Works		Chrome	NJ
Church & Dwight Company	27 Cedar  street	New York	NY
Churchill & Alden Company	984 Main street	Brockton	MA
Cincinnati Cooperage Company		Cincinnati	OH
City Baking Company	500 Equitable Life building	Baltimore	MD
Clark Loose-Leaf Manufacturing Company	221 Fulton  street	New York	NY
Clark Textile Company		Saratoga Springs	NY
Clayton & Lambert Manufacturing Company	201 Piquette avenue	Detroit	MI
Clayton Brothers Inc	127 Duane  street	New York	NY
Clemson Brothers	22 Cottage street	Middletown	NY
Cleveland Frog and Crossing Company		Cleveland	OH
Clicquot Club Company		Millis	MA
Cliff Paper Company		Niagara Falls	NY
Clifton Manufacturing Company		Clifton	SC
Climax Road Machine Company		Marathon	NY
Clinton Wire Cloth Company		Clinton	MA
Cluett. Peabody & Company	433 River Street	Troy	NY
Coast Manufacturing and Supply Company	1022 Sixty-sixth avenue	Oakland	CA
Cobbs & Mitchell Inc	Mitchell and Chapin streets	Cadillac	MI
Cobum Trolley Track Manufacturing Company		Holyoke	MA
Cochran Chair Company		Cochran	IN
Cochrane Chemical Company	40 Central street	Boston	MA
Coes Wrench Company	1 Coes square	Worcester	MA
Cohen & Feinberg	49-51 West Twenty-third  street	New York	NY
Cohen & Lang	707  Broadway	New York	NY
Cohen Goldman & Company	694 Broadway	New York	NY
Cohen Wiener & Company	12 East 22nd street	New York	NY
Cohoes Rolling Mill Company		Cohoes	NY
Colburn Machine Tool Company	Buffalo and Third streets	Franklin	PA
Cole Manufacturing Company	3218 South Western avenue	Chicago	IL
Cole Manufacturing Company	South Third street and Railroad avenue	Memphis	TN
Cole Motor Car Company		Indianapolis	IN
Collins & Company	212 Water  street	New York	NY
Collins Darrah & Company		Nebraska	PA
Colonial Works Inc	233 Norman avenue	Brooklyn	NY
Colorado Iron Works Company		Denver	CO
Colt's Patent Fire Aririh Manufacturing Company		Hartford	CT
Columbia Box Company Inc	1900 North Market street	St Louis	MO
Columbia Can Company	Second and Madison streets	St Louis	MO
